iid,gender,wave,round,age,race,dec,like,prob,met,match,satis_2,length,numdat_2,samerace,match_es,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2
244,1,10,9,28.0,2.0,0,4.0,2.0,2.0,0,7.0,1.0,3.0,0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,30.0,20.0,10.0,15.0,15.0,10.0
245,1,10,9,32.0,2.0,1,7.0,3.0,2.0,0,4.0,1.0,1.0,0,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,0,6.0,4.0,2.0,0,4.0,1.0,1.0,1,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,1,8.0,2.0,2.0,0,4.0,1.0,1.0,0,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,0,6.0,4.0,2.0,0,4.0,1.0,1.0,1,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,0,5.0,5.0,2.0,0,4.0,1.0,1.0,1,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,1,7.0,,2.0,1,4.0,1.0,1.0,1,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,1,8.0,3.0,2.0,0,4.0,1.0,1.0,0,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,1,8.0,4.0,2.0,0,4.0,1.0,1.0,0,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
245,1,10,9,32.0,2.0,0,7.0,2.0,2.0,0,4.0,1.0,1.0,0,2.0,18.0,12.0,25.0,15.0,13.0,17.0,19.0,16.0,17.0,13.0,22.0,13.0
246,1,10,9,25.0,2.0,0,5.0,5.0,2.0,0,4.0,3.0,1.0,0,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,4.0,3.0,2.0,0,4.0,3.0,1.0,1,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,0,4.0,3.0,2.0,0,4.0,3.0,1.0,0,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,0,5.0,3.0,2.0,0,4.0,3.0,1.0,1,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,7.0,3.0,2.0,0,4.0,3.0,1.0,1,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,6.0,5.0,2.0,0,4.0,3.0,1.0,1,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,7.0,6.0,2.0,0,4.0,3.0,1.0,0,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,5.0,5.0,2.0,0,4.0,3.0,1.0,0,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
246,1,10,9,25.0,2.0,1,7.0,5.0,2.0,1,4.0,3.0,1.0,0,5.0,40.0,10.0,10.0,20.0,0.0,0.0,25.0,15.0,5.0,25.0,20.0,0.0
247,1,10,9,25.0,4.0,1,6.0,6.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,7.0,6.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,0,3.0,3.0,2.0,0,5.0,1.0,1.0,1,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,6.0,6.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,6.0,5.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,7.0,7.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,7.0,7.0,2.0,0,5.0,1.0,1.0,1,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,5.0,6.0,2.0,0,5.0,1.0,1.0,1,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
247,1,10,9,25.0,4.0,1,7.0,5.0,2.0,0,5.0,1.0,1.0,0,5.0,25.0,30.0,5.0,15.0,0.0,25.0,25.0,10.0,10.0,25.0,10.0,20.0
248,1,10,9,27.0,6.0,0,7.0,4.0,2.0,0,7.0,3.0,3.0,1,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,1,8.0,6.0,2.0,1,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,0,6.0,4.0,2.0,0,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,0,6.0,4.0,2.0,0,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,0,7.0,5.0,2.0,0,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,0,6.0,4.0,2.0,0,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,1,7.0,6.0,2.0,0,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,1,7.0,6.0,2.0,1,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
248,1,10,9,27.0,6.0,1,8.0,5.0,2.0,1,7.0,3.0,3.0,0,2.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,10.0,20.0,20.0,20.0,10.0
249,1,10,9,33.0,6.0,1,9.0,8.0,2.0,0,8.0,1.0,3.0,1,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,1,9.0,8.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,0,7.0,6.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,0,2.0,6.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,1,9.0,8.0,1.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,0,6.0,4.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,1,9.0,6.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,1,8.0,7.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
249,1,10,9,33.0,6.0,1,9.0,7.0,2.0,0,8.0,1.0,3.0,0,4.0,19.0,19.0,17.0,19.0,10.0,16.0,14.0,18.0,18.0,16.0,19.0,15.0
250,1,10,9,25.0,6.0,0,5.0,6.0,2.0,0,6.0,1.0,1.0,1,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,9.0,9.0,2.0,0,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,0,4.0,6.0,2.0,0,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,6.0,9.0,2.0,1,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,8.0,9.0,2.0,1,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,0,5.0,9.0,2.0,0,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,7.0,10.0,2.0,1,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,8.0,9.0,2.0,1,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
250,1,10,9,25.0,6.0,1,7.0,9.0,2.0,1,6.0,1.0,1.0,0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
251,1,10,9,33.0,6.0,0,7.0,4.0,2.0,0,6.0,3.0,3.0,1,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,1,8.0,8.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,3.0,6.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,6.0,6.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,5.0,6.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,7.0,6.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,5.0,6.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,0,7.0,5.0,2.0,0,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
251,1,10,9,33.0,6.0,1,8.0,7.0,2.0,1,6.0,3.0,3.0,0,1.0,20.0,20.0,20.0,20.0,15.0,5.0,15.0,25.0,25.0,15.0,15.0,5.0
252,0,11,21,28.0,3.0,1,6.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,1,6.0,8.0,2.0,1,4.0,1.0,2.0,1,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,2.0,4.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,3.0,3.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,2.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,2.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,1,6.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,2.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,4.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,4.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,2.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,3.0,4.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,5.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,2.0,4.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,5.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,5.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,1,3.0,8.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,1.0,2.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,1,2.0,8.0,2.0,1,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,1,6.0,3.0,2.0,0,4.0,1.0,2.0,0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
252,0,11,21,28.0,3.0,0,2.0,6.0,2.0,0,4.0,1.0,2.0,1,2.0,10.0,20.0,20.0,20.0,20.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0
253,0,11,21,33.0,4.0,0,5.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,7.0,2.0,1,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,6.0,5.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,6.0,5.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,8.0,7.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,6.0,5.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,5.0,5.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,7.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,5.0,5.0,2.0,0,8.0,1.0,3.0,1,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,8.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,7.0,2.0,1,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,6.0,5.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,5.0,5.0,2.0,0,8.0,1.0,3.0,1,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,6.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,8.0,6.0,2.0,0,8.0,1.0,3.0,1,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,5.0,4.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,6.0,6.0,2.0,0,8.0,1.0,3.0,1,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,0,6.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
253,0,11,21,33.0,4.0,1,7.0,6.0,2.0,0,8.0,1.0,3.0,0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0
254,0,11,21,22.0,2.0,0,4.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,4.0,4.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,1,7.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,1,8.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,4.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,1,8.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,5.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,6.0,5.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,5.0,7.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,4.0,3.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,5.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,4.0,5.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,1,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,7.0,5.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,6.0,5.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
254,0,11,21,22.0,2.0,0,3.0,3.0,2.0,0,,,,0,2.0,,,,,,,,,,,,
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,5.0,5.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,5.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,5.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,7.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,1,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,5.0,5.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,5.0,5.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,5.0,5.0,2.0,0,5.0,1.0,2.0,1,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,5.0,2.0,0,5.0,1.0,2.0,1,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,7.0,5.0,2.0,0,5.0,1.0,2.0,1,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,7.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
255,0,11,21,26.0,4.0,0,6.0,6.0,2.0,0,5.0,1.0,2.0,0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0
256,0,11,21,24.0,4.0,0,6.0,8.0,2.0,0,5.0,1.0,3.0,0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,35.0,10.0,15.0,20.0,5.0,15.0
256,0,11,21,24.0,4.0,0,6.0,7.0,2.0,0,5.0,1.0,3.0,0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,35.0,10.0,15.0,20.0,5.0,15.0
256,0,11,21,24.0,4.0,0,6.0,5.0,2.0,0,5.0,1.0,3.0,0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,35.0,10.0,15.0,20.0,5.0,15.0
